#{"t_start": 1680170597.420556, "env_id": "MiniGrid-Fetch-5x5-N2-v0"}
r,l,t
0.964,5,84.743824
0.9856,2,84.749269
0,69,85.594136
0.964,5,85.606445
0,1,85.609037
0,8,85.628886
0.9856,2,85.634609
0,125,86.628645
0,14,86.663938
0,5,86.677015
0.9784,3,86.684871
0.3232,94,87.532441
0.9496,7,87.557091
0,3,87.568541
0,8,87.59437
0.9424,8,87.621358
0,1,87.624303
0,23,87.6915
0,22,87.76047
0.928,10,88.071278
0.9208,11,88.099385
0.9208,11,88.126209
0.9856,2,88.131198
0.6544,48,88.824502
0,26,88.886378
0.9712,4,88.895715
0,8,88.915249
0.9856,2,88.920735
0,9,88.953627
0.6616,47,89.108772
0.928,10,89.755561
0.9496,7,89.775366
0,2,89.780652
0.9928,1,89.783901
0,9,89.809139
0.928,10,89.834914
0.9928,1,89.837591
0.9064,13,89.871037
0,101,90.810979
0,2,90.816382
0.6544,48,90.937315
0.604,55,91.699465
0.9928,1,91.704642
0,6,91.724153
0.64,50,91.885296
0.9496,7,91.902963
0,52,92.031447
0,3,92.040505
0.9928,1,92.043356
0.928,10,92.65026
0,35,92.740907
0,91,93.655873
0.64,50,93.778315
0,17,93.821398
0,6,93.835358
0,8,93.856213
0,125,94.858199
0.8128,26,94.925333
0.9928,1,94.928135
0.784,30,95.669818
0,125,96.582123
0,1,96.584924
0.892,15,96.623252
0,16,96.664331
0,40,96.781449
0.3592,89,97.657445
0.8128,26,97.727073
0,125,98.752081
0.9784,3,98.759744
0.964,5,98.773434
0,2,98.778975
0.9928,1,98.781914
0.9712,4,98.7918
0.9856,2,98.798011
0,2,98.803652
0,125,99.825772
0.9856,2,99.830886
0.9208,11,99.856992
0,19,99.903904
0.9424,8,99.924152
0,5,99.936851
0,2,99.942008
0,11,100.547791
0,81,100.809083
0,3,100.818357
0,3,100.830391
0,6,100.850868
0,125,101.745134
0,2,101.750315
0.9928,1,101.753046
0.892,15,101.790606
0.9568,6,101.805657
0.9712,4,101.814924
0,4,102.529295
0.8776,17,102.573192
0,13,102.60389
0.82,25,102.662993
0,1,102.665635
0,1,102.668236
0.9712,4,102.678395
0.8992,14,102.712619
0.9424,8,102.73193
0.4024,83,103.617881
0.9424,8,103.645446
0.9928,1,103.64825
0.9712,4,103.660706
0.9712,4,103.67169
0,5,103.684805
0,66,104.481643
0,7,104.498906
0,12,104.529236
0,51,104.661845
0,8,104.68337
0,4,104.694098
0.9568,6,104.709738
0,4,104.720045
0.9712,4,104.730162
0,5,104.743229
0,34,105.594901
0,2,105.600669
0,24,105.659464
0.9568,6,105.673498
0,6,105.68953
0,27,105.755126
0.9568,6,105.77033
0,125,106.736996
0.9352,9,106.770007
0,38,106.866678
0,125,107.764425
0.9064,13,108.384522
0,13,108.4185
0.9136,12,108.451859
0,2,108.457294
0,68,108.630077
0,51,109.335713
0.2944,98,109.577331
0.9928,1,109.580452
0.9928,1,109.582993
0.9856,2,109.589216
0.9784,3,109.596271
0.9208,11,110.192192
0,24,110.252899
0,4,110.262625
0,4,110.272753
0,3,110.280085
0.9712,4,110.290651
0,56,110.429092
0.9496,7,110.447883
0.82,25,111.075856
0.784,30,111.154031
0,125,112.299232
0.9712,4,112.308895
0.9712,4,112.319295
0,7,112.337898
0.964,5,112.350288
0.9784,3,112.358068
0.9856,2,112.363162
0,13,112.39626
0.8704,18,112.442651
0.9928,1,112.445459
0.9784,3,112.452942
0,9,112.475339
0,2,112.481627
0.8272,24,113.112824
0,125,114.007047
0.9568,6,114.02337
0.9928,1,114.026082
0.9856,2,114.031136
0,15,114.07092
0.9568,6,114.087456
0,2,114.092754
0,34,114.175385
0,9,114.197368
0,10,114.223109
0,1,114.225733
0,43,114.928086
0.6688,46,115.044476
0,8,115.06439
0.9784,3,115.071871
0.9352,9,115.094988
0.9856,2,115.100512
0,11,115.128144
0.9712,4,115.139192
0.9928,1,115.142025
0.9784,3,115.150088
0.712,40,115.822171
0.9208,11,115.851385
0,40,115.95396
0.9856,2,115.959069
0.9856,2,115.965763
0.9928,1,115.968557
0,7,115.987403
0,17,116.029795
0,13,116.065221
0,2,116.070757
0,8,116.091112
0,11,116.117381
0,26,116.748587
0.8416,22,116.806031
0,24,116.868281
0,2,116.874239
0,6,116.889015
0.8776,17,116.930943
0,8,116.952394
0.8632,19,117.000363
0,49,117.697546
0.928,10,117.722744
0.9928,1,117.725515
0,125,118.626313
0.9712,4,118.637305
0.9424,8,118.658887
0.9784,3,118.666411
0,5,118.681384
0,28,118.753824
0.9784,3,118.761783
0.9568,6,118.778407
0,125,119.665883
0.8992,14,119.699005
0,86,120.490273
0.9496,7,120.508909
0.8848,16,120.550948
0.8128,26,120.620333
0.82,25,121.274381
0,125,122.162195
0.9856,2,122.1675
0.892,15,122.205434
0.9064,13,122.238683
0,125,123.138338
0,56,123.282592
0.9424,8,123.301458
0.9496,7,123.31972
0.9856,2,123.324909
0.9424,8,123.343759
0,58,124.064404
0.9928,1,124.067325
0,14,124.104502
0,18,124.153887
0,11,124.182675
0.9856,2,124.188021
0,20,124.237861
0.6616,47,124.946532
0.9784,3,124.954333
0.9496,7,124.972221
0.9784,3,124.980336
0,11,125.009328
0,125,125.914795
0.8776,17,125.957291
0.5176,67,126.693991
0,1,126.697578
0.9064,13,126.731912
0.8776,17,126.776165
0,1,126.778968
0,42,126.884609
0.6904,43,126.991097
0.8128,26,127.644936
0,1,127.647616
0,1,127.651144
0,26,127.716751
0.7336,37,127.809357
0.9856,2,127.814315
0,28,127.884474
0.9856,2,127.889722
0.9712,4,127.899755
0.4096,82,128.697505
0.8704,18,128.741653
0,5,128.754725
0.9928,1,128.757574
0,5,128.769699
0.9208,11,128.797643
0,11,129.417112
0.8056,27,129.484117
0.8704,18,129.531044
0.9856,2,129.536848
0,2,129.542416
0,31,129.618345
0,22,129.673675
0.712,40,130.354727
0,31,130.437138
0.9568,6,130.452824
0.9496,7,130.470837
0.5824,58,130.613576
0,3,130.621996
0.9208,11,131.205122
0,18,131.248927
0.6544,48,131.366675
0.7912,29,131.436129
0,125,132.314836
0.9352,9,132.336969
0.892,15,132.373355
0.9928,1,132.376255
0.2008,111,133.239378
0.9928,1,133.242
0,43,133.925499
0.9784,3,133.933002
0.9928,1,133.935748
0.7264,38,134.028256
0.9064,13,134.205397
0,125,135.09632
0.928,10,135.121917
0,2,135.127049
0,9,135.149614
0,37,135.848737
0.964,5,135.862404
0.9712,4,135.87334
0,111,136.15441
0.8272,24,136.804214
0.7336,37,136.894866
0,26,136.958657
0,125,137.832419
0.856,20,137.882776
0.9568,6,137.897728
0.7984,28,138.534464
0.964,5,138.547343
0.6472,49,138.670297
0.964,5,138.683796
0,6,138.698994
0.8776,17,138.741431
0.9784,3,138.748565
0.9712,4,138.75954
0.9496,7,138.777275
0.5896,57,139.480592
0,125,140.35868
0,5,140.371202
0,125,141.240227
0,95,141.475013
0.9136,12,142.061381
0,1,142.06403
0.9568,6,142.078507
0,9,142.099822
0.2944,98,142.335631
0,12,142.925173
0,19,142.970775
0,125,143.84151
0.9496,7,143.85817
0,83,144.058133
0.9712,4,144.069017
0,5,144.081695
0.9136,12,144.67186
0.9352,9,144.696018
0,18,144.740813
0.9352,9,144.763371
0.9784,3,144.770923
0,33,144.849212
0,2,144.853972
0,74,145.602967
0,125,146.464633
0.9928,1,146.467328
0,125,147.356627
0,4,147.366353
0,4,147.376123
0.9784,3,147.383563
0.9784,3,147.391095
0,15,147.429299
0.928,10,147.455109
0,76,148.190717
0.9784,3,148.199299
0.928,10,148.223759
0.9784,3,148.232163
0.9496,7,148.249883
0,13,148.282487
0.9856,2,148.28747
0.9496,7,148.30516
0.9784,3,148.313397
0.964,5,148.325751
0.9568,6,148.34
0.9496,7,148.35707
0.9712,4,148.366511
0.8056,27,148.432472
0.9856,2,148.437702
0,31,149.075427
0.9784,3,149.083492
0,4,149.092977
0,1,149.095883
0.9856,2,149.101446
0.9928,1,149.10412
0,20,149.153753
0.8272,24,149.21458
0.9928,1,149.217281
0,5,149.229882
0.9208,11,149.256583
0,40,149.357241
0.9784,3,149.365324
0,16,149.961095
0.9712,4,149.971237
0,4,149.980727
0,2,149.986014
0.676,45,150.100589
0.964,5,150.113118
0,16,150.152645
0,11,150.180313
0,125,151.053359
0,1,151.056018
0.9784,3,151.064067
0,125,151.938735
0.9712,4,151.948208
0.8992,14,151.983265
0,13,152.018505
0,4,152.587627
0,45,152.701457
0,27,152.76796
0,49,152.890572
0,29,153.528003
0.9568,6,153.543659
0,15,153.582558
0.9856,2,153.587759
0.8776,17,153.630655
0.9712,4,153.641346
0,21,153.69538
0,11,153.724517
0.9568,6,153.739295
0,13,153.77228
0,11,154.360096
0.9424,8,154.380556
0,8,154.399733
0.6256,52,154.5244
0.8848,16,154.564713
0.4168,81,155.343784
0.8632,19,155.392389
0.9928,1,155.395172
0,61,155.672758
0,2,155.678201
0.9712,4,155.689159
0.9712,4,156.284526
0,104,156.551641
0,12,156.583151
0,125,157.488849
0,2,157.494321
0,76,158.285716
0,1,158.288975
0.9856,2,158.294385
0,18,158.340456
0,2,158.3459
0,125,159.250668
0.9784,3,159.258555
0,5,159.271977
0,1,159.274716
0.9352,9,159.298378
0.8848,16,159.340167
0,12,159.952859
0.5392,64,160.116249
0.9568,6,160.131924
0,32,160.214658
0,3,160.222914
0,10,160.250258
0,125,161.148694
0.9928,1,161.151636
0.9928,1,161.154421
0.8128,26,161.803476
0.9208,11,161.831553
0,23,161.889584
0.9856,2,161.895107
0,5,161.907571
0.6256,52,162.040892
0.9856,2,162.046485
0,3,162.055078
0.892,15,162.685182
0.9208,11,162.712502
0.9712,4,162.72413
0,2,162.729252
0.7696,32,162.811352
0,19,162.860777
0.9496,7,162.880594
0,11,162.910777
0,6,162.927193
0.9712,4,162.938683
0.9856,2,162.944142
0,4,162.95457
0,6,162.969151
0.9784,3,162.976937
0.9496,7,162.994311
0,11,163.615181
0,1,163.617902
0,17,163.66145
0.8056,27,163.733575
0,8,163.754266
0,8,163.774505
0.9928,1,163.778043
0.9424,8,163.798291
0.8704,18,163.84472
0.9856,2,163.850427
0.8488,21,163.905261
0,14,163.941574
0,4,164.541877
0.9568,6,164.559482
0,16,164.599849
0.9064,13,164.634139
0.9928,1,164.636867
0,9,164.658096
0.9568,6,164.674109
0,7,164.691618
0.9568,6,164.706471
0.9856,2,164.711732
0,1,164.714436
0,12,164.743535
0.9784,3,164.751564
0.8776,17,164.794621
0,58,165.532233
0,16,165.575085
0.9568,6,165.590772
0.928,10,165.617497
0,2,165.622602
0,37,165.71996
0,12,165.750689
0,10,165.775585
0.82,25,166.424947
0,26,166.493654
0,14,166.52917
0.3448,91,167.345983
0.9856,2,167.352156
0,10,167.378271
0.7192,39,167.479051
0.9352,9,167.50236
0,27,167.568218
0.9712,4,167.577928
0.9784,3,167.585864
0.9928,1,167.588967
0,8,167.610017
0.8128,26,168.264996
0,33,168.348433
0.9712,4,168.358432
0.9928,1,168.361086
0,1,168.36407
0.964,5,168.376928
0,7,168.395125
0.9928,1,168.399014
0,2,168.403957
0.8632,19,168.449412
0,2,168.45403
0,2,168.45912
0,2,168.464315
0.9712,4,168.474309
0.9424,8,168.493078
0,125,169.405039
0,125,170.311546
0.964,5,170.326025
0.9496,7,170.344316
0.8704,18,170.963829
0.9856,2,170.969792
0,64,171.132067
0,6,171.147652
0,9,171.17214
0.9424,8,171.193227
0,3,171.200643
0.9712,4,171.211804
0.9496,7,171.228866
0.9784,3,171.236846
0,125,172.124707
0.7768,31,172.777641
0,29,172.849938
0,17,172.895395
0.964,5,172.908413
0.8704,18,172.954589
0.9424,8,172.975636
0.9928,1,172.978681
0,43,173.660745
0,2,173.665848
0,2,173.671275
0.9928,1,173.673984
0.9568,6,173.690573
0.9136,12,173.722261
0,6,173.736991
0.5896,57,173.879851
0,1,173.882786
0,24,173.944648
0.7264,38,174.625029
0.9568,6,174.64093
0.9856,2,174.646449
0,6,174.662357
0.9352,9,174.685879
0.9712,4,174.696293
0,4,174.706779
0,125,175.586911
0.9928,1,175.58961
0,3,175.597574
0.9712,4,175.607666
0.9352,9,175.630007
0.9784,3,175.638359
0.4096,82,176.425295
0,4,176.436582
0,5,176.450311
0.9856,2,176.456074
0.9856,2,176.461216
0,1,176.463936
0.8992,14,176.499196
0.9856,2,176.50401
0,3,176.510948
0.2224,108,177.359829
0,81,178.151654
0,9,178.174805
0,5,178.187566
0,5,178.200288
0.9496,7,178.219249
0.9928,1,178.222049
0.9352,9,178.244937
0,2,178.25049
0,4,178.501076
0,11,178.529786
0.9568,6,178.544889
0.9856,2,178.55086
0.9568,6,178.565771
0,4,178.576653
0.5032,69,179.33098
0,13,179.365446
0.8272,24,179.425901
0,1,179.428997
0,4,179.439318
0.9712,4,179.449159
0,8,179.468369
0.9712,4,179.478748
0,1,179.481376
0.8848,16,179.520246
0.9784,3,179.527826
0,8,179.548537
0.9424,8,179.58036
0,106,180.437545
0.9928,1,180.440282
0,56,181.163577
0.964,5,181.177346
0.784,30,181.256095
0.9784,3,181.264156
0.7696,32,181.342763
0.9928,1,181.345943
0.9784,3,181.353046
0.9784,3,181.360993
0.9928,1,181.363622
0,121,182.25732
0,30,182.333976
0.8848,16,182.959089
0,6,182.97549
0,3,182.983914
0,5,182.996429
0.9064,13,183.028769
0.9496,7,183.047038
0.9784,3,183.055031
0.964,5,183.067755
0.964,5,183.080282
0,3,183.089293
0.9136,12,183.119274
0,2,183.124855
0,5,183.137458
0,8,183.157058
0,3,183.164853
0,125,184.055794
0,6,184.070897
0.9784,3,184.079038
0.9064,13,184.115238
0.7552,34,184.791589
0,12,184.824905
0,12,184.857515
0.9712,4,184.869226
0.9064,13,184.903321
0.9856,2,184.909053
0.9928,1,184.912108
0.9568,6,184.928665
0.9784,3,184.93687
0.9928,1,184.940389
0,3,184.948825
0.9712,4,184.960113
0,3,184.969245
0,4,184.981117
0.892,15,185.019977
0,77,185.795449
0.9496,7,185.812869
0,125,186.7126
0,4,186.723079
0,13,186.758741
0.9496,7,186.776462
0.9568,6,186.792979
0.9784,3,186.801531
0.8272,24,186.864213
0,1,186.866786
0,1,186.869518
0.8848,16,186.909933
0,40,187.596941
0,18,187.642315
0.9352,9,187.665541
0.6256,52,187.798528
0,29,188.452804
0,9,188.47534
0,5,188.488198
0,2,188.493711
0.964,5,188.505821
0,11,188.533782
0.7984,28,188.606445
0,4,188.616582
0.9712,4,188.627272
0.9928,1,188.630452
0.9856,2,188.635563
0,125,189.543489
0.928,10,189.56781
0.8632,19,189.613836
0.9784,3,189.62112
0.9856,2,189.625794
0,12,189.655472
0,3,189.664509
0.9568,6,190.262064
0,6,190.278201
0,6,190.293661
0.9928,1,190.296367
0,54,190.442629
0,10,190.471414
0,25,190.536007
0.9784,3,190.543975
0,1,190.547032
0.8848,16,190.587018
0.964,5,191.181971
0,4,191.191892
0.9856,2,191.197407
0,6,191.212544
0,2,191.218061
0,4,191.227752
0,16,191.268505
0,2,191.273422
0,23,191.333166
0,16,191.373288
0.9712,4,191.384535
0,27,191.452214
0,8,191.474009
0,19,192.102255
0.8848,16,192.142301
0.892,15,192.182554
0,2,192.187889
0,5,192.200619
0,2,192.206697
0,10,192.23366
0.9496,7,192.253939
0.9424,8,192.275337
0,4,192.285686
0.784,30,192.366333
0,6,192.38388
0,4,192.395971
0,4,192.406955
0,5,192.419964
0,6,193.017293
0,5,193.030607
0.9352,9,193.053729
0.9568,6,193.070216
0,92,193.304476
0,1,193.307194
0.9784,3,193.315008
0,18,193.893121
0,34,193.985443
0.9928,1,193.98802
0,74,194.176431
0,98,194.92288
0,4,194.933212
0,3,194.940964
0.9712,4,194.951158
0.9136,12,194.982159
0.9496,7,195.001753
0.9784,3,195.01048
0.6256,52,195.639446
0,97,196.500177
0,2,196.505804
0.9928,1,196.508905
0.9784,3,196.516653
0,2,196.522128
0,10,196.547166
0.9856,2,196.552831
0,2,196.558279
0.9568,6,196.574366
0.5608,61,196.734617
0.8776,17,196.779104
0,8,197.332701
0,19,197.394757
0.9784,3,197.405842
0.7552,34,197.498978
0,1,197.501483
0.8776,17,197.556433
0,125,198.50482
0,4,198.514753
0,90,199.432987
0.9496,7,199.449992
0.8776,17,199.490196
0.6472,49,199.61619
0.9856,2,199.621414
0,2,199.626264
0.9712,4,199.636898
0.9784,3,199.644599
0.9928,1,199.647199
0.9712,4,200.333236
0.9856,2,200.342368
0.9568,6,200.363817
0.8848,16,200.408615
0.9712,4,200.420244
0.5752,59,200.576299
0.7336,37,200.81028
0.9208,11,201.441216
0,3,201.451475
0.9712,4,201.464527
0.9424,8,201.49205
0.8416,22,201.567137
0.676,45,201.706899
0.9784,3,201.714831
0.9856,2,201.720406
0,2,201.726072
0.3232,94,202.535857
0.8344,23,202.591621
0.7552,34,202.691967
0.9712,4,202.707662
0,2,202.714218
0,29,203.447601
0.9712,4,203.458415
0.8632,19,203.508006
0,14,203.545287
0,5,203.558904
0.8416,22,203.618854
0,17,203.662513
0,1,203.665236
0,3,203.673655
0.8632,19,204.412866
0.9856,2,204.418277
0,3,204.4262
0,11,204.454038
0.9136,12,204.486632
0,3,204.494591
0.9928,1,204.497444
0.9424,8,204.516937
0,7,204.535329
0,2,204.540607
0,8,204.561114
0,2,204.566919
0.9928,1,204.570121
0,4,204.581342
0.9928,1,204.584069
0,1,204.586734
0.9928,1,204.589446
0.9928,1,204.592251
0.9208,11,204.62054
0.9784,3,204.628284
0,7,204.64596
0.9784,3,204.653274
0.964,5,204.665416
0.9928,1,204.668229
0,5,204.681009
0.9784,3,204.688462
0.8632,19,204.734619
0,2,205.348206
0,5,205.365361
0.9352,9,205.388978
0,4,205.399957
0,7,205.418278
0,2,205.424178
0,4,205.435421
0.9424,8,205.459955
0.9712,4,205.473753
0.9784,3,205.486795
0.6184,53,205.650643
0,3,205.660585
0,10,205.693723
0.9424,8,205.716349
0,23,206.376318
0.9784,3,206.38485
0.9064,13,206.419551
0,2,206.424354
0,5,206.438349
0,125,207.440968
0.9424,8,207.462583
0,1,207.46561
0.9712,4,207.475727
0.9856,2,207.480637
0.9784,3,207.488758
0,30,207.564457
0,1,207.567248
0.9784,3,207.575014
