#{"t_start": 1680170597.418644, "env_id": "MiniGrid-Fetch-5x5-N2-v0"}
r,l,t
0,125,93.800385
0,52,93.929208
0.964,5,93.942396
0.892,15,94.671182
0.8488,21,94.724565
0.9568,6,94.73951
0.46,75,94.926659
0,2,94.932595
0.9856,2,94.93755
0.9568,6,94.953509
0.8992,14,95.647194
0,1,95.650301
0.9712,4,95.665588
0.9352,9,95.696085
0,48,95.834023
0.964,5,95.846333
0.9928,1,95.849145
0,13,95.881174
0.964,5,95.894549
0.9928,1,95.897324
0,35,95.981602
0.9856,2,95.987291
0,15,96.601583
0,1,96.604718
0,19,96.652533
0,26,96.717125
0,1,96.721294
0.9784,3,96.732093
0,3,96.741426
0,4,96.755797
0.9784,3,96.768627
0.82,25,96.851153
0,5,96.86882
0,2,96.87422
0.964,5,96.891467
0.856,20,97.561422
0,26,97.629716
0.9208,11,97.658596
0,1,97.662239
0.9928,1,97.6655
0,4,97.675814
0,2,97.681023
0.9928,1,97.684138
0.7624,33,97.771798
0.9856,2,97.777898
0,6,97.793621
0.7192,39,98.593789
0,8,98.613951
0.9928,1,98.616667
0.9712,4,98.627331
0,1,98.630084
0.9208,11,98.657611
0.9856,2,98.662612
0,12,98.693649
0.928,10,98.720064
0,7,98.73742
0.964,5,98.750269
0,8,98.771889
0.8488,21,98.827463
0,7,98.847528
0,5,98.861291
0.964,5,98.875249
0,8,98.897091
0.964,5,98.910062
0,1,98.913087
0,1,98.916096
0,6,99.617581
0,8,99.643145
0,8,99.665677
0,28,99.742789
0,4,99.752531
0.9928,1,99.755247
0.4096,82,100.534366
0.9928,1,100.537614
0.9856,2,100.543537
0,24,100.616179
0.5104,68,100.841469
0.9712,4,100.855234
0,125,101.749407
0.8632,19,101.797219
0,16,102.540721
0.9784,3,102.549626
0,3,102.557205
0,3,102.564884
0,80,102.758013
0,4,102.767321
0.9064,13,102.798664
0,125,103.826112
0,124,104.755057
0.8488,21,104.80543
0,1,104.808071
0,34,105.660708
0.4384,78,105.854501
0.9928,1,105.858077
0,1,105.860884
0,1,105.863821
0.9496,7,105.881142
0.5896,57,106.654831
0,35,106.774719
0,7,106.792853
0,125,107.693194
0.892,15,107.73003
0,3,107.737223
0.9784,3,107.745373
0,125,108.651936
0.9784,3,108.659641
0,9,108.68234
0,5,108.694905
0,31,109.35031
0.8632,19,109.397744
0.4456,77,109.587919
0,8,110.175499
0.9784,3,110.183239
0,24,110.244282
0.6904,43,110.352996
0,1,110.355979
0.9712,4,110.365545
0.856,20,110.413163
0,125,111.296222
0,113,112.413062
0.8056,27,112.482773
0.9424,8,112.504289
0,3,112.511885
0.9856,2,112.51764
0.9856,2,112.523613
0,2,112.529151
0,2,112.535439
0.9712,4,113.111542
0,2,113.117313
0,11,113.143852
0.82,25,113.20844
0.8128,26,113.275589
0.856,20,113.327928
0,11,113.35488
0.9352,9,113.378441
0.964,5,113.391556
0.9784,3,113.400024
0,1,113.402808
0.8632,19,114.024683
0.9352,9,114.047623
0.9496,7,114.066226
0,2,114.072161
0,16,114.115675
0,24,114.172009
0.892,15,114.208881
0.9712,4,114.219067
0.964,5,114.232623
0,11,114.260605
0.9208,11,114.287824
0.9712,4,114.297851
0,3,114.306439
0,9,114.328413
0,37,115.015177
0.9784,3,115.022809
0,1,115.02576
0,4,115.03572
0.3304,93,115.844851
0.9928,1,115.847476
0,1,115.85007
0.928,10,115.876884
0.9784,3,115.88538
0.9424,8,115.906274
0,6,115.9211
0.8488,21,115.975259
0.9712,4,115.986286
0,125,116.873007
0,72,117.624708
0,14,117.66203
0,2,117.667618
0.2152,109,118.529752
0,40,118.630961
0.5176,67,118.808698
0.8704,18,118.855557
0,24,119.492694
0,26,119.555676
0.9784,3,119.563029
0,7,119.580263
0.1144,123,120.456582
0,13,120.491518
0,4,120.503013
0.964,5,120.515572
0,7,120.533772
0,5,120.547051
0.9568,6,120.563279
0.748,35,120.652738
0,57,121.38888
0.2224,108,122.235061
0,25,122.297586
0.4744,73,123.067335
0.7624,33,123.149714
0.9784,3,123.157683
0,3,123.165235
0,1,123.168057
0.9208,11,123.196243
0.9928,1,123.199205
0.9208,11,123.228139
0,7,123.245821
0,48,123.364702
0,26,124.006666
0,125,124.917344
0.7984,28,124.989902
0,5,125.00335
0.9856,2,125.008307
0.9496,7,125.02687
0.9208,11,125.055513
0.9568,6,125.070992
0.7696,32,125.151016
0,67,125.908656
0.964,5,125.921913
0.9928,1,125.924597
0.6112,54,126.061109
0.928,10,126.084054
0,47,126.774594
0,23,126.833726
0,125,127.736435
0,13,127.769131
0,7,127.786685
0.7264,38,127.88064
0,7,127.898429
0,1,127.901047
0.7048,41,128.594369
0,1,128.597275
0,15,128.635571
0.9352,9,128.658845
0,35,128.745977
0,4,128.75592
0,125,129.662443
0.8848,16,129.702295
0.8776,17,130.324465
0,125,131.199026
0,125,131.503253
0,32,132.152766
0.9784,3,132.160726
0.928,10,132.185033
0.9712,4,132.194421
0.964,5,132.20703
0.4384,78,132.987403
0.9424,8,133.008013
0,32,133.089906
0.9856,2,133.09545
0,125,133.977862
0,2,133.983159
0.9352,9,134.006202
0.9712,4,134.015903
0,18,134.204313
0,9,134.225618
0,76,134.995156
0,11,135.022951
0.5896,57,135.166589
0,2,135.171616
0,10,135.196473
0,2,135.201727
0,11,135.230333
0,4,135.241601
0.9352,9,135.86929
0,1,135.872018
0.8272,24,135.9331
0.5536,62,136.088668
0,42,136.785329
0.964,5,136.798061
0,21,136.849544
0,125,137.718773
0.2224,108,138.559363
0,12,138.589122
0.9208,11,138.616615
0.964,5,138.628979
0.9856,2,138.634111
0,29,138.708842
0,125,139.579926
0.9568,6,139.595711
0,11,139.622561
0.964,5,139.634936
0.8776,17,139.676487
0.9784,3,139.684595
0,18,140.296073
0.8848,16,140.33743
0.964,5,140.349154
0.9496,7,140.367939
0,10,140.391526
0.964,5,140.404525
0.8632,19,140.458012
0.1936,112,141.287287
0.5968,56,141.426007
0.9208,11,141.452434
0.9928,1,141.455763
0.6472,49,142.132353
0.964,5,142.144435
0,4,142.154799
0,125,143.014714
0,4,143.024407
0.9208,11,143.051043
0,2,143.056539
0,7,143.074734
0,5,143.087772
0,8,143.107349
0,7,143.12533
0,2,143.130497
0,125,143.994604
0,18,144.038646
0.8128,26,144.665107
0.9856,2,144.670285
0.9928,1,144.672905
0.9856,2,144.678737
0.9784,3,144.687003
0,2,144.692248
0,13,144.72367
0,2,144.729199
0.7336,37,144.821681
0,30,144.892101
0,29,144.965156
0.9856,2,144.970418
0,4,144.98043
0.8704,18,145.588844
0.9712,4,145.598588
0,125,146.460592
0,7,146.478957
0,22,146.534926
0,6,146.549457
0.964,5,146.560995
0,34,146.64206
0,10,146.666285
0.9568,6,146.681194
0.9496,7,146.699024
0,125,147.586837
0,2,147.592332
0.964,5,147.604316
0.9784,3,147.612082
0.892,15,148.203615
0.9424,8,148.222429
0.964,5,148.236321
0,3,148.243786
0.964,5,148.256534
0.4816,72,148.433618
0.9928,1,148.436754
0.9784,3,148.444415
0.928,10,148.469126
0.7192,39,149.127003
0.9928,1,149.129706
0,84,149.340804
0.9712,4,149.351591
0,34,149.993797
0,2,149.998685
0,20,150.050613
0.9568,6,150.065625
0,12,150.094393
0,6,150.109146
0.9784,3,150.117364
0,3,150.126026
0,11,150.151404
0.9784,3,150.159662
0.8776,17,150.203091
0.9712,4,150.213425
0.9568,6,150.228722
0,2,150.234207
0.9712,4,150.244947
0.9784,3,150.252735
0,9,150.834972
0,9,150.856418
0.9928,1,150.858984
0.9568,6,150.87371
0,2,150.878541
0,36,150.966641
0.928,10,150.991843
0.9712,4,151.002282
0.9784,3,151.010508
0,4,151.020686
0,1,151.023604
0,21,151.074639
0,19,151.120921
0.964,5,151.134172
0,4,151.705374
0.9784,3,151.712773
0.964,5,151.725397
0.9568,6,151.739516
0.9136,12,151.770102
0.9928,1,151.772959
0,7,151.790628
0,125,152.667982
0.8416,22,152.723022
0,2,152.727978
0.9856,2,152.733498
0,68,152.902026
0,12,153.491967
0,26,153.56359
0.9856,2,153.568641
0,4,153.578567
0.748,35,153.668226
0,16,153.70987
0.9784,3,153.717684
0,3,153.725626
0,125,154.591336
0,3,154.599137
0.9712,4,154.608837
0.6616,47,155.303812
0,5,155.316642
0.928,10,155.342426
0.7048,41,155.447322
0,2,155.452993
0,21,155.506132
0,38,156.312425
0.892,15,156.349603
0.9208,11,156.377654
0.748,35,156.466919
0.892,15,156.5061
0,22,156.564776
0,13,156.596654
0,2,156.601884
0,9,157.205293
0,1,157.207864
0,7,157.225331
0.9496,7,157.24333
0,4,157.254177
0.9352,9,157.277
0,4,157.287866
0.3664,88,157.521365
0.964,5,158.127628
0.7264,38,158.227075
0.9784,3,158.234491
0.964,5,158.247089
0.8632,19,158.295492
0.9856,2,158.301736
0,5,158.314633
0,14,158.350616
0.892,15,158.390787
0,2,158.396062
0.9136,12,158.426078
0.9928,1,158.428741
0,2,158.433647
0.7768,31,159.096537
0,11,159.124993
0.8992,14,159.159568
0.9496,7,159.177464
0,7,159.196817
0.9856,2,159.203045
0,14,159.237144
0.9208,11,159.265513
0,7,159.284494
0.9856,2,159.289669
0,15,159.32884
0.676,45,160.025962
0,3,160.033542
0.7048,41,160.138891
0,1,160.141681
0,24,160.203271
0.9856,2,160.208266
0,3,160.215812
0,5,160.230383
0.9928,1,160.234107
0,21,160.867635
0,10,160.892675
0.9856,2,160.898159
0,2,160.903409
0.9352,9,160.924529
0,5,160.937482
0.9928,1,160.940111
0.9784,3,160.947732
0.9568,6,160.963809
0,26,161.031205
0.9856,2,161.036553
0,125,161.936526
0.9784,3,161.944421
0.532,65,162.703796
0,7,162.722495
0.9496,7,162.74133
0,6,162.758174
0.9712,4,162.768416
0,6,162.782664
0,125,163.702602
0.964,5,163.717008
0,3,163.724779
0,4,163.734761
0.9064,13,163.768363
0,4,163.779122
0.8992,14,163.815353
0,3,163.822889
0.9712,4,163.832908
0,1,163.835978
0.9928,1,163.838574
0.9712,4,163.849258
0,11,163.876784
0.9424,8,163.89769
0.9712,4,163.909606
0.9352,9,163.932782
0.9712,4,163.942725
0.9568,6,164.549
0,1,164.55195
0,3,164.560656
0.3376,92,164.793375
0.9856,2,164.79906
0.9568,6,164.814964
0,2,164.819944
0.928,10,164.846443
0,2,164.851818
0,46,165.557878
0,4,165.569094
0.7768,31,165.649876
0,4,165.660578
0.9352,9,165.683668
0,11,165.712826
0,3,165.721107
0,2,165.72701
0.7552,34,166.399505
0.9928,1,166.402435
0,85,166.61939
0.784,30,166.695792
0,1,166.699195
0.9856,2,167.291211
0.8848,16,167.330308
0,44,167.446163
0.5248,66,167.611246
0.4384,78,168.399838
0.9496,7,168.418494
0.9712,4,168.428454
0.8488,21,168.478504
0,18,168.5235
0,4,169.128664
0,1,169.131666
0.9928,1,169.13445
0.3016,97,169.376151
0.9856,2,169.381953
0,125,170.288263
0.9856,2,170.294228
0,2,170.299623
0.9208,11,170.330309
0,84,171.118544
0.9712,4,171.128737
0.9784,3,171.136248
0.9136,12,171.168201
0,10,171.194291
0.9064,13,171.227779
0.1144,123,172.111046
0.316,95,172.928185
0.892,15,172.966604
0,3,172.974719
0.9208,11,173.003375
0,5,173.016223
0,6,173.031749
0.9928,1,173.03564
0.9064,13,173.638182
0,125,173.958564
0.8848,16,174.582512
0,10,174.608834
0.9424,8,174.62927
0.9496,7,174.647701
0.9928,1,174.650743
0.9568,6,174.666717
0,2,174.671814
0,125,175.553565
0,5,175.565146
0.964,5,175.577919
0.9784,3,175.585809
0,35,175.676701
0.9712,4,175.686522
0.9712,4,175.697736
0.8704,18,175.744149
0.9856,2,175.749943
0.9568,6,176.341154
0.964,5,176.354351
0.9784,3,176.362342
0,125,177.251627
0.964,5,177.26485
0,20,177.314716
0.9856,2,177.32072
0.9928,1,177.324048
0,2,177.329868
0,6,177.344952
0.9856,2,177.350734
0,7,177.370104
0,21,177.423055
0,5,177.435167
0.9568,6,177.451144
0.676,45,177.566898
0.9784,3,178.158435
0,12,178.188703
0,6,178.204912
0.9424,8,178.226404
0,1,178.229018
0.9496,7,178.246193
0.82,25,178.552108
0,1,178.555296
0.8128,26,178.622612
0.964,5,178.635804
0,1,178.638721
0.856,20,178.690288
0,34,179.353887
0,5,179.366742
0,125,180.27624
0,6,180.292072
0.9856,2,180.297751
0.9928,1,180.301186
0.9712,4,180.31178
0.9064,13,180.346013
0,40,180.449378
0.9856,2,180.454288
0,8,180.474913
0,11,180.503475
0.9712,4,180.513657
0.9784,3,180.521177
0,2,180.526819
0.9712,4,180.5374
0.9712,4,180.547604
0,4,181.136495
0,5,181.149673
0.9496,7,181.168024
0,1,181.170693
0.964,5,181.184184
0.9784,3,181.192762
0.9352,9,181.215701
0,1,181.219249
0,7,181.23715
0,33,181.319129
0.3376,92,182.129412
0.7984,28,182.204984
0.8776,17,182.253056
0,78,183.038079
0.9784,3,183.045569
0.9424,8,183.066519
0.9568,6,183.081633
0.9856,2,183.088024
0,3,183.095829
0,12,183.126098
0.4168,81,183.908451
0.8776,17,183.949826
0.6472,49,184.072128
0.928,10,184.100105
0.928,10,184.128041
0.9928,1,184.13084
0,3,184.138732
0.9784,3,184.14718
0,25,184.798506
0.9712,4,184.809574
0.9712,4,184.820621
0,4,184.832108
0.9784,3,184.840024
0.9784,3,184.84795
0.9784,3,184.856128
0,3,184.865422
0.856,20,184.919148
0,3,184.927385
0.964,5,184.941463
0.9928,1,184.944983
0,5,184.958268
0.9928,1,184.96136
0.9856,2,184.967781
0.9856,2,184.973899
0.964,5,184.989136
0.7624,33,185.071261
0.9208,11,185.098501
0,1,185.101326
0,2,185.106503
0,6,185.704531
0,125,186.019298
0.9568,6,186.6159
0.9784,3,186.623963
0.9496,7,186.64299
0.9064,13,186.675651
0.9496,7,186.694084
0.8848,16,186.735809
0.9856,2,186.74075
0.964,5,186.754692
0.9856,2,186.759995
0.8992,14,186.797893
0.9568,6,186.813698
0.9784,3,186.821501
0.928,10,186.84723
0.8776,17,186.891784
0.8128,26,187.540437
0.9208,11,187.569032
0.9856,2,187.574265
0.8776,17,187.61856
0.9352,9,187.641166
0,28,187.713882
0.9784,3,187.721639
0.2944,98,188.551161
0.9784,3,188.559597
0,17,188.602603
0,9,188.6259
0.9496,7,188.644682
0.7336,37,188.741634
0,4,188.752078
0.9712,4,189.345126
0,125,189.663042
0,2,190.250033
0.9568,6,190.266413
0,2,190.271932
0.9424,8,190.292354
0,3,190.300936
0,20,190.355469
0.5968,56,190.505658
0.9784,3,190.513776
0,4,190.523849
0.964,5,190.537089
0,3,190.545069
0.8488,21,191.180639
0.6976,42,191.287671
0.9856,2,191.293452
0,24,191.354127
0,8,191.374552
0.9568,6,191.391426
0.928,10,191.416428
0.7552,34,192.083418
0,22,192.138348
0.9856,2,192.143577
0.9856,2,192.149723
0.9208,11,192.178774
0,6,192.194698
0,4,192.20548
0,16,192.249503
0,7,192.269283
0.8344,23,192.328397
0.964,5,192.34235
0,4,192.35275
0.9928,1,192.35604
0.9424,8,192.378502
0.9568,6,192.397096
0.9064,13,193.014032
0.9784,3,193.021934
0.9136,12,193.052096
0,1,193.054878
0,11,193.085257
0.964,5,193.097153
0,125,193.951018
0,3,193.960295
0.9784,3,193.967557
0,6,193.984166
0.8056,27,194.052933
0,2,194.058328
0.9352,9,194.081172
0.9136,12,194.111947
0.8992,14,194.146977
0,125,194.962968
0.8776,17,195.008633
0,15,195.545336
0.6976,42,195.651021
0,1,195.65398
0.9784,3,195.661534
0,4,195.671972
0.964,5,195.684581
0.9784,3,195.692004
0.9856,2,195.697132
0,2,195.702247
0,2,195.707576
0,125,196.641626
0.9856,2,196.646831
0.9712,4,196.657396
0.8776,17,196.700704
0,125,197.594918
0,66,198.385031
0,7,198.404399
0.8128,26,198.473813
0.6616,47,198.591298
0.9856,2,198.596291
0,2,198.601566
0.9928,1,198.604138
0,125,199.612283
0,2,199.617446
0,1,199.620438
0.9712,4,199.630724
0,9,199.654176
0,1,199.656723
0,5,200.349503
0.9784,3,200.357865
0.8704,18,200.412895
0,13,200.447959
0.964,5,200.46224
0.8848,16,200.505934
0.9424,8,200.526964
0.964,5,200.539662
0,10,200.565689
0.9928,1,200.568394
0.9496,7,200.585601
0.9856,2,200.590496
0,2,200.734831
0.9064,13,200.766213
0,1,200.769359
