#{"t_start": 1680170597.419602, "env_id": "MiniGrid-Fetch-5x5-N2-v0"}
r,l,t
0,40,1.173792
0,125,2.078682
0,125,2.955081
0,91,3.178197
0.7696,32,3.809947
0.928,10,3.835045
0.8992,14,3.869473
0.6112,54,4.00081
0,20,4.049422
0,31,4.697894
0.9568,6,4.713384
0.1432,119,5.580053
0.964,5,5.593197
0,1,5.595913
0.9568,6,5.611062
0,14,5.645109
0,18,5.690537
0,14,5.725307
0,84,6.494469
0,10,6.519526
0.7552,34,6.603019
0.964,5,6.61629
0.9064,13,6.648451
0.7768,31,7.313937
0.9424,8,7.334146
0,1,7.336854
0,74,7.51358
0.7408,36,7.601266
0,19,8.235099
0,6,8.25022
0.8848,16,8.289831
0,65,8.453696
0.9784,3,8.461509
0,15,8.501098
0.6256,52,9.20009
0.6472,49,9.322526
0,11,9.349108
0,41,10.019424
0,61,10.171653
0,120,10.968062
0.5608,61,11.610145
0,11,11.637255
0,8,11.657932
0.9136,12,11.686697
0.7264,38,11.782104
0,12,11.812844
0,22,11.865534
0.9856,2,11.871091
0.7192,39,12.457495
0.8488,21,12.508175
0,55,12.642124
0,24,12.700331
0.8704,18,13.23456
0,69,13.407165
0,50,14.040994
0,16,14.080512
0,15,14.116024
0.9352,9,14.138814
0.892,15,14.17712
0.6616,47,14.291057
0.7984,28,14.852577
0.7696,32,14.93522
0,15,14.973754
0,11,15.000577
0.964,5,15.013112
0,13,15.045754
0.9064,13,15.078222
0,19,15.124872
0,49,15.731935
0,49,15.854135
0,6,15.869273
0,7,15.886322
0,125,16.736938
0,6,16.752071
0,20,16.801212
0.7768,31,17.445431
0,125,18.257961
0.7768,31,18.334943
0.9352,9,18.358149
0,22,18.414486
0,1,18.417696
0,47,18.534808
0,3,19.032411
0.9064,13,19.065255
0,10,19.090432
0.9928,1,19.093617
0.9784,3,19.101732
0.8776,17,19.145126
0.1144,123,19.944184
0,2,19.948874
0,26,20.013332
0,6,20.027523
0,10,20.051877
0.8704,18,20.095795
0.7336,37,20.677072
0.8848,16,20.717166
0.4528,76,20.906432
0,75,21.580274
0,11,21.73748
0,67,22.394726
0.964,5,22.406949
0,9,22.428816
0.8992,14,22.462492
0.8848,16,22.500913
0.3736,87,23.201106
0,1,23.203856
0,1,23.206988
0.9712,4,23.216519
0,1,23.219576
0,3,23.226642
0,26,23.288518
0,27,23.351553
0.9856,2,23.35674
0,61,24.000083
0,2,24.005388
0.9496,7,24.022486
0.7552,34,24.102491
0,125,24.894707
0,2,24.899676
0,6,24.913159
0.9712,4,24.922294
0,5,24.934584
0,8,24.953397
0.7912,29,25.025365
0.9352,9,25.048291
0.9712,4,25.058352
0,37,25.692688
0.9568,6,25.707849
0.9712,4,25.718647
0.9784,3,25.725964
0.7336,37,25.819387
0,12,25.849398
0.8416,22,25.905178
0,21,25.958864
0.9784,3,25.966412
0.9352,9,26.558339
0,2,26.563763
0,2,26.568834
0.8776,17,26.610155
0.4312,79,26.804038
0.892,15,26.840766
0.9784,3,26.848254
0,6,27.430367
0.964,5,27.443153
0,5,27.456126
0.6472,49,27.57747
0.8344,23,27.636065
0.9712,4,27.646768
0,8,27.666584
0.8344,23,27.723454
0.9856,2,27.728527
0.9568,6,27.743359
0.9352,9,28.351121
0,125,29.184554
0.9856,2,29.189764
0.9568,6,29.205597
0.6328,51,29.330284
0.9064,13,29.362642
0,46,29.477678
0.9568,6,29.982454
0,8,30.002656
0,3,30.01052
0.9712,4,30.020243
0,2,30.025472
0.7552,34,30.113693
0,68,30.283428
0,3,30.291791
0,15,30.819762
0,18,30.863605
0,29,30.936756
0,2,30.94174
0,30,31.02017
0,123,31.815697
0,78,32.53258
0.9712,4,32.543375
