#{"t_start": 1654177183.8843575, "env_id": "BipedalWalker-v3"}
r,l,t
-123.740697,94,0.990374
-196.910571,1061,10.295589
-102.923871,71,10.895988
-108.067478,60,11.405405
-102.869744,84,12.129848
-129.267528,183,13.670674
-206.652199,1062,40.514208
-106.118182,60,41.024634
-120.360276,124,42.068692
-102.509139,78,42.721966
-104.641531,97,43.537873
-112.561094,80,44.206642
-124.178441,122,45.559421
-102.821169,90,46.319261
-112.745697,58,46.814755
-104.044032,77,47.469792
-113.711489,1600,78.620955
-123.184784,186,80.207413
-100.164139,56,80.697607
-107.000321,69,81.29227
-120.051065,67,81.88486
-100.958905,67,82.460482
-114.430514,86,83.541378
-103.580072,113,84.513754
-102.434867,92,85.309313
-120.697724,69,85.898809
-116.894478,1600,116.838144
-111.371621,1600,152.87439
-105.261359,57,153.355528
-105.095683,1600,194.197482
-96.4587,1600,217.80962
-190.843676,1358,257.172125
-100.082287,1600,297.715457
-86.751792,1600,338.224518
-80.984314,1600,361.819711
-83.146011,1600,402.152284
-62.823996,1600,443.474096
-72.616016,1600,484.903678
-60.000543,1600,525.912425
-54.213998,1600,549.824944
-47.952769,1600,590.046256
-36.4156,1600,630.497831
-33.911946,1600,671.070228
-31.402916,1600,716.262088
-37.001959,1600,739.787248
-15.639187,1600,780.111018
-10.978124,1600,821.075983
6.904348,1600,862.110605
17.314504,1600,885.896643
16.868703,1600,926.765355
34.389397,1600,967.550483
48.451367,1600,1008.326453
52.831208,1600,1047.593059
74.958671,1600,1067.919067
67.680004,1600,1107.329678
90.998498,1600,1147.026733
90.335295,1600,1186.884369
131.17194,1600,1207.799638
104.583587,1600,1247.567797
-53.29658,587,1274.983897
115.323741,1600,1295.521675
80.550105,1600,1336.654882
108.937556,1600,1377.116523
131.70791,1600,1417.619496
116.309283,1600,1440.648542
-22.464157,917,1469.484664
-108.850118,52,1469.905095
151.299171,1600,1513.40329
156.289809,1600,1535.341075
144.527546,1600,1574.293629
177.656471,1600,1612.95074
137.683235,1600,1652.677123
153.889523,1600,1693.00234
170.45236,1600,1716.134628
172.79934,1600,1755.58268
204.612912,1600,1795.422227
182.503329,1600,1834.40771
217.53782,1600,1872.829119
223.72374,1600,1894.198627
210.941461,1600,1931.895899
229.276579,1600,1971.106185
198.762638,1600,2010.393053
235.298691,1600,2031.229312
128.263024,1517,2069.604357
229.338491,1600,2108.391273
254.936084,1593,2146.874358
232.247082,1600,2168.254137
253.120404,1570,2206.559843
240.939786,1600,2244.962355
258.980576,1524,2282.723553
253.231417,1576,2320.281431
260.409872,1467,2340.094175
262.964103,1453,2379.881407
257.8174,1495,2417.131781
252.785645,1549,2437.162168
255.313854,1536,2473.279116
260.200055,1496,2509.396727
257.036777,1498,2545.878418
256.531288,1522,2565.871858
258.544757,1478,2602.393528
251.817625,1527,2638.913867
259.082671,1434,2671.049457
257.9741,1509,2691.412987
260.791954,1428,2727.784667
254.422598,1546,2765.036917
252.359751,1525,2802.043371
257.119725,1494,2821.987931
255.17182,1508,2859.488906
254.836661,1547,2896.138886
256.72932,1478,2915.769956
259.941362,1420,2951.701168
259.907582,1412,2983.221732
71.401005,982,2998.808048
261.647637,1406,3034.69414
258.708036,1484,3067.032414
257.213665,1442,3086.143252
262.627236,1407,3120.713569
-109.113811,47,3121.084706
258.242023,1486,3156.960003
145.410626,1452,3193.216472
258.968199,1431,3212.447872
258.876274,1432,3251.252323
255.768911,1452,3283.86384
251.22998,1548,3303.422
259.814289,1432,3339.276354
250.068222,1526,3376.005264
254.445507,1477,3412.193545
255.368164,1444,3431.791841
