#{"t_start": 1654177183.8865259, "env_id": "BipedalWalker-v3"}
r,l,t
-102.557666,60,0.687356
-115.256027,120,1.729602
-109.12023,55,2.202482
-115.882573,1600,16.609945
-100.211604,71,17.228036
-108.636622,139,18.415184
-108.64545,1600,49.550659
-103.025781,74,50.172843
-99.644309,97,50.995992
-110.157965,68,51.579335
-118.837969,57,52.409317
-103.507426,103,53.282644
-109.888466,62,70.707461
-115.917354,1600,85.038899
-123.062767,79,85.71703
-104.989253,68,86.299211
-116.394409,105,87.169238
-121.718729,72,87.761604
-111.658709,1600,118.733748
-93.386552,1600,154.759013
-106.341709,52,155.201128
-95.728983,1600,196.034543
-112.10663,56,201.635881
-109.494509,109,202.551231
-104.196202,1600,243.603579
-92.811853,1600,267.659105
-86.863839,1600,308.148214
-79.499976,1600,348.53951
-68.48443,1600,388.882341
-109.801942,97,389.694285
-69.444645,1600,430.749828
-76.738351,1600,455.043129
-70.632125,1600,496.274516
-55.093627,1600,537.173013
-83.112708,1600,577.613589
-53.821215,1600,618.007967
-39.180708,1600,641.695915
-41.624774,1600,682.189535
-32.209786,1600,722.275744
-6.931891,1600,762.454598
-19.341705,1600,791.375136
-22.430456,1600,832.287876
5.442665,1600,873.380343
16.489846,1600,914.273597
37.942787,1600,955.143164
47.322391,1600,978.74601
-74.645736,1336,1016.697834
62.470466,1600,1054.74196
68.530191,1600,1093.291006
81.546598,1600,1115.417865
72.138337,1600,1155.792331
103.354677,1600,1195.346011
107.271528,1600,1233.108806
93.389334,1600,1256.419564
89.507318,1600,1294.479672
109.129529,1600,1335.599248
131.949675,1600,1376.057343
132.532328,1600,1416.570857
127.148745,1600,1439.607424
140.62589,1600,1478.156421
156.427131,1600,1517.462979
141.269142,1600,1556.057564
132.174964,1600,1578.381754
160.543873,1600,1617.04922
143.000902,1600,1656.752923
174.997041,1600,1697.113098
168.512062,1600,1737.350575
179.948499,1600,1764.687994
157.502099,1600,1804.248944
198.743217,1600,1842.789396
189.88778,1600,1881.156492
203.632031,1600,1918.962396
223.385003,1600,1940.586146
201.543072,1600,1979.790605
238.868811,1600,2018.614573
207.243466,1600,2057.005306
228.817145,1600,2078.675755
248.445847,1600,2117.317493
247.853115,1600,2155.820553
258.331443,1556,2194.118079
253.459213,1556,2232.294345
253.394786,1590,2253.273357
253.766128,1589,2291.595598
256.774958,1520,2328.857503
248.417932,1600,2368.185346
242.996015,1600,2390.559635
261.543843,1452,2427.055436
255.803126,1539,2463.937378
259.239432,1473,2499.153165
260.357005,1450,2518.547057
250.629447,1579,2555.620649
46.017761,994,2584.116655
248.263572,1580,2604.839386
251.951183,1553,2641.57017
254.975708,1523,2678.572835
139.519588,1521,2715.807697
252.570586,1559,2736.19697
20.047436,683,2762.646745
258.393263,1494,2782.471341
258.302363,1490,2819.313609
264.651191,1388,2851.773651
258.78354,1447,2871.465986
258.394386,1499,2907.602054
253.437773,1507,2944.364205
102.416812,1326,2978.949545
256.902813,1498,2998.686138
264.204627,1375,3030.498249
259.439309,1410,3066.070643
260.296149,1447,3085.232224
44.76401,880,3112.037535
-107.47656,47,3112.414778
261.78181,1424,3147.663412
255.042415,1503,3167.069439
50.816946,950,3195.656415
256.13913,1508,3215.543303
258.68278,1447,3254.379563
263.87462,1345,3289.406742
258.35412,1448,3325.861461
257.36704,1416,3340.602273
267.812606,1326,3375.721128
258.076297,1430,3411.521664
256.848576,1425,3431.000603
