#{"t_start": 1680216698.1085987, "env_id": "MiniGrid-Unlock-v0"}
r,l,t
0,288,2.976908
0,288,4.935812
0,288,6.840331
0,288,8.886157
0,288,11.45844
0,288,13.392179
0,288,15.284249
0,288,17.284888
0,288,19.777025
0.825,56,19.953236
0.646875,113,20.79294
0.60625,126,21.747015
0,288,25.114946
0,288,27.774048
0.225,248,28.958933
0.928125,23,29.633466
0.71875,90,29.844989
0.921875,25,30.553234
0.771875,73,30.73759
0.390625,195,32.40947
0.459375,173,33.474865
0.91875,26,33.535835
0.68125,102,34.328956
0.64375,114,35.27422
0.978125,7,35.291188
0.91875,26,35.353684
0.8,64,36.087063
0.771875,73,36.320914
0.784375,69,37.048121
0.88125,38,37.140118
0.85,48,37.249803
0.759375,77,38.107575
0.94375,18,38.150974
0.23125,246,39.875432
0.971875,9,39.896673
0.940625,19,39.942817
0.921875,25,40.571106
0.828125,55,40.70442
0.975,8,40.723808
0.8375,52,40.851303
0.90625,30,41.493666
0.925,24,41.554468
0.934375,21,41.606646
0.81875,58,41.74799
0.81875,58,42.458679
0.934375,21,42.511035
0.85,48,42.633545
0.96875,10,43.227903
0.88125,38,43.324007
0.94375,18,43.367971
0.953125,15,43.404652
0.903125,31,43.482234
0.9125,28,44.117564
0.95625,14,44.152922
0.946875,17,44.194339
0.50625,158,45.14879
0.975,8,45.169484
0.946875,17,45.213291
0.965625,11,45.239894
0.95625,14,45.27461
0.971875,9,45.298743
0.95625,14,45.901546
0.903125,31,45.980025
0.878125,39,46.079662
0.790625,67,46.820355
0.946875,17,46.863189
0.903125,31,46.940544
0.8875,36,47.029464
0.959375,13,47.231217
0.90625,30,47.874615
0.91875,26,47.941488
0.946875,17,47.985862
0.9125,28,48.055918
0.834375,53,48.754961
0.95625,14,48.790281
0.95,16,48.830934
0.9,32,48.910562
0.9375,20,48.959597
0.965625,11,48.987258
0.921875,25,49.619754
0.96875,10,49.646485
0.971875,9,49.670352
0.95,16,49.711712
0.953125,15,49.749642
0.978125,7,49.767778
0.95,16,49.808292
0.93125,22,49.864775
0.85,48,50.552986
0.93125,22,50.609593
0.940625,19,50.658789
0.953125,15,50.696372
0.946875,17,50.738137
0.915625,27,50.805582
0.9625,12,51.367119
0.965625,11,51.395358
0.934375,21,51.449704
0.925,24,51.520215
0.921875,25,51.58277
0.934375,21,51.63542
0.95625,14,51.669855
0.859375,45,52.311226
0.928125,23,52.369855
0.959375,13,52.404096
0.9375,20,52.45607
0.93125,22,52.511893
0.9625,12,52.544043
0.925,24,53.168959
0.95625,14,53.203266
0.95,16,53.244687
0.928125,23,53.301771
0.925,24,53.363879
0.959375,13,53.397407
0.878125,39,54.064779
0.946875,17,54.108348
0.8,64,54.273641
0.95,16,54.313705
0.921875,25,54.941621
0.95625,14,54.97682
0.940625,19,55.025627
0.940625,19,55.073032
0.95625,14,55.108728
0.959375,13,55.142258
0.95,16,55.183581
0.971875,9,55.206957
0.94375,18,55.815638
0.95,16,55.858152
0.965625,11,55.885998
0.95625,14,55.923718
0.9375,20,55.974801
0.953125,15,56.013268
0.953125,15,56.05256
0.884375,37,56.712241
0.9625,12,56.742728
0.8625,44,56.853626
0.946875,17,56.897813
0.959375,13,56.9304
0.953125,15,56.969489
0.94375,18,57.578279
0.971875,9,57.602617
0.9125,28,57.676136
0.975,8,57.697293
0.95625,14,57.732331
0.984375,5,57.746376
0.96875,10,57.771208
0.928125,23,57.830687
0.95625,14,57.866695
0.93125,22,58.484919
0.98125,6,58.500025
0.93125,22,58.556972
0.934375,21,58.609815
0.9625,12,58.639873
0.95625,14,58.675756
0.965625,11,58.703746
0.89375,34,59.35576
0.946875,17,59.399353
0.9375,20,59.451223
0.959375,13,59.484236
0.965625,11,59.51299
0.953125,15,59.55076
0.96875,10,59.576797
0.90625,30,59.654517
0.959375,13,60.254195
0.9625,12,60.284813
0.946875,17,60.329459
0.971875,9,60.35355
0.95625,14,60.389663
0.94375,18,60.436815
0.953125,15,60.472816
0.96875,10,60.499765
0.95625,14,60.535347
0.93125,22,61.16469
0.971875,9,61.188904
0.946875,17,61.232961
0.95625,14,61.268998
0.9375,20,61.319591
0.959375,13,61.352888
0.8875,36,61.445651
0.84375,50,62.136046
0.965625,11,62.164731
0.975,8,62.18616
0.959375,13,62.220282
0.953125,15,62.260188
0.9625,12,62.290638
0.96875,10,62.316335
0.95625,14,62.352216
0.921875,25,62.979349
0.978125,7,62.997367
0.971875,9,63.021716
0.95,16,63.063306
0.984375,5,63.076432
0.940625,19,63.124829
0.9125,28,63.195475
0.965625,11,63.224234
0.971875,9,63.246983
0.975,8,63.267931
0.965625,11,63.873059
0.965625,11,63.902007
0.978125,7,63.919789
0.909375,29,63.994844
0.91875,26,64.06212
0.959375,13,64.095835
0.915625,27,64.166571
0.95625,14,64.768551
0.95625,14,64.804581
0.965625,11,64.833183
0.975,8,64.854016
0.959375,13,64.886937
0.940625,19,64.935089
0.959375,13,64.96932
0.953125,15,65.008964
0.93125,22,65.066125
0.98125,6,65.648159
0.96875,10,65.673669
0.9625,12,65.705284
0.75625,78,65.903398
0.959375,13,65.937439
0.975,8,65.958412
0.903125,31,66.608786
0.925,24,66.674309
0.953125,15,66.717595
0.95625,14,66.755316
0.94375,18,66.803287
0.9375,20,66.854332
0.978125,7,66.873162
0.959375,13,67.484089
0.965625,11,67.513286
0.965625,11,67.542586
0.971875,9,67.566061
0.959375,13,67.599207
0.95625,14,67.636064
0.96875,10,67.662693
0.98125,6,67.678096
0.96875,10,67.704601
0.940625,19,67.755337
0.940625,19,68.374788
0.859375,45,68.490865
0.965625,11,68.520555
0.95625,14,68.557173
0.9375,20,68.610575
0.95625,14,68.645572
0.984375,5,68.65871
0.9625,12,68.688978
0.965625,11,69.283093
0.965625,11,69.310839
0.975,8,69.33146
0.946875,17,69.493746
0.96875,10,69.520085
0.965625,11,69.548814
0.978125,7,69.567396
0.984375,5,69.580155
0.959375,13,69.614402
0.953125,15,69.653103
0.959375,13,69.687358
0.94375,18,70.29938
0.925,24,70.362376
0.9625,12,70.394042
0.875,40,70.497488
0.95625,14,70.532649
0.975,8,70.552514
0.95625,14,70.588487
0.959375,13,71.186732
0.971875,9,71.210998
0.96875,10,71.237022
0.971875,9,71.260731
0.96875,10,71.287176
0.95625,14,71.323584
0.959375,13,71.357411
0.940625,19,71.40554
0.971875,9,71.429222
0.853125,47,72.120085
0.965625,11,72.148249
0.965625,11,72.176564
0.9875,4,72.187086
0.953125,15,72.226302
0.975,8,72.247071
0.925,24,72.308055
0.96875,10,72.334224
0.946875,17,72.378963
0.96875,10,72.403999
0.95,16,73.017125
0.946875,17,73.061558
0.96875,10,73.087219
0.96875,10,73.112033
0.9625,12,73.142905
0.98125,6,73.158487
0.94375,18,73.20301
0.9375,20,73.25298
0.95625,14,73.288114
0.965625,11,73.885703
0.91875,26,73.950934
0.94375,18,73.998424
0.971875,9,74.021601
0.95,16,74.063351
0.9625,12,74.094244
0.940625,19,74.144289
0.9625,12,74.174309
0.971875,9,74.196571
0.96875,10,74.801431
0.978125,7,74.820341
0.965625,11,74.849294
0.965625,11,74.876381
0.965625,11,74.904718
0.971875,9,74.927445
0.978125,7,74.945741
0.975,8,74.965915
0.93125,22,75.021933
0.946875,17,75.064667
0.965625,11,75.092905
0.959375,13,75.706761
0.946875,17,75.751402
0.95,16,75.79283
0.965625,11,75.822876
0.940625,19,75.872314
0.959375,13,75.906493
0.975,8,75.92749
0.95625,14,75.964375
0.9375,20,76.015388
0.965625,11,76.608914
0.978125,7,76.62812
0.965625,11,76.657329
0.965625,11,76.686152
0.975,8,76.706531
0.953125,15,76.745492
0.946875,17,76.79097
0.971875,9,76.815029
0.978125,7,76.833115
0.971875,9,76.85654
0.971875,9,76.881001
0.965625,11,76.910657
0.959375,13,77.523623
0.971875,9,77.546672
0.971875,9,77.570426
0.975,8,77.591105
0.9625,12,77.622678
0.96875,10,77.64958
0.946875,17,77.694019
0.96875,10,77.720379
0.971875,9,77.745456
0.96875,10,77.772136
0.978125,7,77.790798
0.965625,11,77.819195
0.975,8,77.839861
0.959375,13,78.453273
0.96875,10,78.477902
0.94375,18,78.525215
0.96875,10,78.551371
0.95,16,78.592849
0.971875,9,78.616071
0.965625,11,78.645
0.771875,73,79.418913
0.9625,12,79.451131
0.959375,13,79.484617
0.965625,11,79.51366
0.965625,11,79.543288
0.921875,25,79.609184
0.928125,23,79.67117
0.93125,22,80.310831
0.965625,11,80.340246
0.96875,10,80.367071
0.975,8,80.388114
0.971875,9,80.412444
0.978125,7,80.431689
0.959375,13,80.466271
0.965625,11,80.494756
0.98125,6,80.511347
0.965625,11,80.54066
0.95625,14,80.577775
0.9625,12,81.179243
0.934375,21,81.234521
0.978125,7,81.252794
0.9625,12,81.286427
0.959375,13,81.319558
0.95625,14,81.356104
0.98125,6,81.371486
0.96875,10,81.398446
0.975,8,81.420371
0.978125,7,81.438202
0.978125,7,81.457293
0.971875,9,81.481638
0.953125,15,82.087562
0.95625,14,82.124598
0.9375,20,82.177671
0.934375,21,82.233741
0.93125,22,82.291821
0.978125,7,82.310375
0.98125,6,82.327267
0.959375,13,82.362042
0.96875,10,82.38975
0.9625,12,82.987457
