#{"t_start": 1680216698.1116982, "env_id": "MiniGrid-Unlock-v0"}
r,l,t
0,288,2.975281
0,288,4.934177
0,288,6.838776
0,288,8.884305
0,288,11.456598
0,288,13.39062
0,288,15.282395
0,288,17.283032
0,288,19.774759
0,288,21.728063
0.315625,219,23.440119
0.53125,150,25.96039
0.93125,22,26.011374
0.28125,230,27.861597
0.803125,63,28.007898
0.853125,47,28.677516
0,288,30.681096
0.846875,49,30.796052
0.43125,182,32.437798
0.31875,218,33.606657
0.221875,249,35.426489
0.546875,145,36.975297
0.96875,10,37.000321
0.846875,49,37.117879
0.69375,98,38.021278
0.646875,113,38.852615
0.94375,18,38.896036
0.8375,52,39.021065
0.809375,61,39.740285
0.921875,25,39.801199
0.8,64,39.95564
0.590625,131,40.840894
0.9375,20,41.458026
0.953125,15,41.496622
0.965625,11,41.52338
0.95625,14,41.559686
0.909375,29,41.631821
0.825,56,42.334912
0.95,16,42.374597
0.85,48,42.493288
0.940625,19,42.542092
0.865625,43,43.21995
0.965625,11,43.247857
0.940625,19,43.295746
0.928125,23,43.353333
0.953125,15,43.390131
0.95625,14,43.424011
0.96875,10,43.449708
0.565625,139,44.357999
0.978125,7,44.375283
0.909375,29,45.013806
0.9125,28,45.082575
0.865625,43,45.189987
0.89375,34,45.274642
0.9,32,45.924427
0.94375,18,45.969751
0.965625,11,45.998048
0.953125,15,46.035583
0.940625,19,46.084202
0.96875,10,46.108977
0.88125,38,46.776613
0.95,16,46.81819
0.915625,27,46.885823
0.95625,14,46.920187
0.93125,22,46.974911
0.978125,7,46.992039
0.921875,25,47.223357
0.95,16,47.83206
0.909375,29,47.904175
0.921875,25,47.97039
0.95625,14,48.006425
0.903125,31,48.082745
0.95,16,48.121304
0.965625,11,48.715657
0.971875,9,48.739324
0.928125,23,48.79816
0.91875,26,48.862802
0.9625,12,48.892336
0.915625,27,48.959965
0.9625,12,48.990108
0.896875,33,49.644221
0.95625,14,49.68049
0.9,32,49.762487
0.959375,13,49.795527
0.978125,7,49.813689
0.78125,70,50.55799
0.93125,22,50.615097
0.959375,13,50.649015
0.95,16,50.688591
0.934375,21,50.740505
0.95,16,50.780486
0.965625,11,50.808158
0.828125,55,51.480491
0.915625,27,51.557795
0.928125,23,51.614734
0.93125,22,51.670605
0.915625,27,52.265532
0.890625,35,52.355315
0.95625,14,52.391109
0.96875,10,52.417541
0.971875,9,52.441327
0.915625,27,52.509674
0.96875,10,52.535566
0.746875,81,53.304401
0.853125,47,53.425832
0.890625,35,54.082951
0.903125,31,54.161437
0.93125,22,54.218798
0.96875,10,54.245068
0.975,8,54.265942
0.909375,29,54.904178
0.909375,29,54.976908
0.96875,10,55.00192
0.903125,31,55.080341
0.94375,18,55.127169
0.946875,17,55.170605
0.9125,28,55.804932
0.95625,14,55.841522
0.959375,13,55.875671
0.959375,13,55.909741
0.921875,25,55.975036
0.94375,18,56.021535
0.965625,11,56.050333
0.925,24,56.112802
0.98125,6,56.690186
0.971875,9,56.715005
0.95,16,56.755068
0.940625,19,56.803573
0.928125,23,56.861574
0.971875,9,56.885213
0.946875,17,56.928039
0.909375,29,57.003078
0.959375,13,57.600344
0.9625,12,57.631165
0.940625,19,57.681203
0.953125,15,57.720458
0.978125,7,57.738814
0.959375,13,57.771573
0.95,16,57.811975
0.975,8,57.83338
0.946875,17,57.87603
0.975,8,57.897008
0.934375,21,58.51282
0.978125,7,58.530404
0.959375,13,58.564895
0.959375,13,58.597377
0.946875,17,58.640298
0.921875,25,58.70434
0.925,24,58.764911
0.95625,14,59.366318
0.959375,13,59.399607
0.965625,11,59.427963
0.940625,19,59.476616
0.946875,17,59.520801
0.965625,11,59.548908
0.946875,17,59.591564
0.95625,14,59.627605
0.959375,13,59.662713
0.975,8,60.248755
0.959375,13,60.282665
0.9625,12,60.314107
0.95625,14,60.351366
0.946875,17,60.395553
0.95625,14,60.431488
0.925,24,60.49211
0.915625,27,60.559829
