#{"t_start": 1675763929.4075673, "env_id": "CarRacing-v0"}
r,l,t
-69.924812,1000,26.308596
-46.488294,1000,54.816508
-20.415225,1000,85.308085
-11.538462,1000,115.18595
-7.749077,1000,144.193232
-18.367347,1000,173.584233
-29.487179,1000,257.969791
-25.266904,1000,286.289931
-16.030534,1000,315.907481
-28.327645,1000,345.598166
-23.875433,1000,374.446917
-26.666667,1000,403.428181
-17.562724,1000,489.413126
-19.58042,1000,520.07811
68.498168,1000,549.825315
-15.824916,1000,579.29205
52.671756,1000,608.077381
-21.501706,1000,638.692256
-22.535211,1000,724.070323
-28.125,1000,754.183766
-31.034483,1000,784.097363
-23.344948,1000,813.028399
-22.580645,1000,842.165511
-22.360248,1000,872.620174
-20.138889,1000,902.215678
-13.194444,1000,990.042042
-10.931174,1000,1019.10896
16.666667,1000,1048.492952
-15.492958,1000,1078.097867
-28.802589,1000,1108.378139
-15.254237,1000,1135.560771
-20.962199,1000,1204.088527
-17.562724,1000,1226.303857
-24.914676,1000,1247.89572
38.047138,1000,1269.112148
40.221402,1000,1290.973515
-31.232092,1000,1312.550737
147.311828,1000,1377.947336
-3.474903,1000,1399.37131
-22.297297,1000,1422.007138
-27.152318,1000,1443.567646
-15.194346,1000,1465.27791
-0.826446,1000,1483.679795
-17.525773,1000,1550.248572
130.031949,1000,1572.278566
32.142857,1000,1593.248947
-28.802589,1000,1615.547917
63.934426,1000,1637.195147
-25.170068,1000,1658.384515
-30.15873,1000,1680.871822
25.0,1000,1746.204275
-18.727915,1000,1767.617563
-23.84106,1000,1789.715507
23.239437,1000,1810.459641
36.054422,1000,1831.445451
-23.076923,1000,1853.000185
-32.258065,1000,1918.361704
-17.266187,1000,1938.492173
4.918033,1000,1960.553349
-23.875433,1000,1982.291803
40.0,1000,2004.089225
63.333333,1000,2026.612448
-29.032258,1000,2094.340874
74.061433,1000,2115.597113
133.576642,1000,2138.321938
-11.196911,1000,2160.874324
215.254237,1000,2182.30197
285.135135,1000,2203.46569
170.186335,1000,2268.574505
219.727891,1000,2289.253937
106.751055,1000,2309.944762
75.438596,1000,2330.786537
67.808219,1000,2351.101438
-22.558923,1000,2372.356951
345.945946,1000,2393.72637
138.095238,1000,2461.062788
25.874126,1000,2482.332455
212.714777,1000,2504.213213
377.777778,1000,2524.924648
181.021898,1000,2546.34089
210.606061,1000,2567.719628
192.517007,1000,2631.579886
391.349481,1000,2652.232349
9.215017,1000,2674.304524
173.006135,1000,2695.279696
228.671329,1000,2712.867997
16.883117,1000,2733.701054
235.403727,1000,2796.922888
239.222615,1000,2816.290419
281.443299,1000,2836.382945
81.818182,1000,2858.334126
179.72028,1000,2879.760104
147.311828,1000,2901.114413
-67.845659,1000,2966.092058
-31.137725,1000,2987.210124
324.028269,1000,3007.302559
259.15493,1000,3028.494294
145.551601,1000,3049.542274
269.175627,1000,3070.249629
204.477612,1000,3091.978477
152.459016,1000,3157.387741
30.584192,1000,3178.090966
269.175627,1000,3199.268792
247.079038,1000,3220.625607
30.434783,1000,3240.197476
261.563518,1000,3260.969378
51.815182,1000,3327.267066
308.921933,1000,3348.796304
441.09589,1000,3370.216826
138.90785,1000,3391.843904
38.461538,1000,3413.034485
111.92053,1000,3434.586755
185.714286,1000,3500.440233
41.891892,1000,3520.571204
365.517241,1000,3542.496946
188.256228,1000,3562.51273
146.153846,1000,3582.154834
455.944056,1000,3602.875181
181.345566,1000,3668.14775
222.289157,1000,3689.052755
41.447368,1000,3711.650623
322.492401,1000,3733.082116
393.506494,1000,3754.120657
375.609756,1000,3775.842979
122.222222,1000,3796.928294
356.273764,1000,3860.672458
37.323944,1000,3880.769393
101.219512,1000,3898.313657
163.456091,1000,3918.876978
189.817232,1000,3939.822874
59.851301,1000,3960.700423
25.874126,1000,4026.046469
271.237458,1000,4047.396912
332.525952,1000,4068.569395
-75.232198,1000,4090.001439
311.552347,1000,4110.224961
125.589226,1000,4131.203155
59.42029,1000,4198.983476
59.090909,1000,4221.053556
216.993464,1000,4241.895217
225.581395,1000,4263.895211
23.674912,1000,4285.264745
315.03268,1000,4306.250479
72.297297,1000,4374.513171
201.169591,1000,4396.64466
-17.808219,1000,4417.119386
12.716763,1000,4438.305238
-28.802589,1000,4459.445148
428.428094,1000,4479.710732
115.805471,1000,4501.004027
210.344828,1000,4564.989421
341.696113,1000,4585.504129
403.623188,1000,4606.595039
352.054795,1000,4628.655367
48.288973,1000,4649.640984
46.853147,1000,4670.938796
587.747036,1000,4736.029577
544.128114,1000,4757.078248
284.615385,1000,4777.599944
161.437908,1000,4798.730792
387.096774,1000,4818.741363
340.613027,1000,4839.782017
49.837134,1000,4903.677752
256.666667,1000,4924.681517
296.721311,1000,4944.738608
35.231317,1000,4966.237357
