#{"t_start": 1675763929.4066982, "env_id": "CarRacing-v0"}
r,l,t
-72.508591,1000,26.291508
-59.752322,1000,54.798521
-25.324675,1000,85.289856
-12.587413,1000,115.168705
-24.342105,1000,144.174974
-28.571429,1000,173.56758
-25.566343,1000,257.954622
-27.21519,1000,286.273512
-37.125749,1000,315.889221
-34.911243,1000,345.57653
-27.899687,1000,374.431644
-13.978495,1000,403.410604
-30.513595,1000,489.396592
-5.537459,1000,520.060989
-12.878788,1000,549.80946
-23.076923,1000,579.276968
47.058824,1000,608.060331
-21.708185,1000,638.674778
24.55516,1000,724.054188
-15.254237,1000,754.167225
-31.407942,1000,784.080501
-25.566343,1000,813.011135
-22.155689,1000,842.148184
-15.824916,1000,872.602575
-20.265781,1000,902.200362
-20.415225,1000,990.023026
189.75265,1000,1019.093911
-31.818182,1000,1048.477132
76.923077,1000,1078.083282
-25.373134,1000,1108.360249
-31.464174,1000,1135.543376
-28.774929,1000,1204.073805
-16.666667,1000,1226.287507
-27.113703,1000,1247.879838
-5.797101,1000,1269.096414
-18.644068,1000,1290.959359
-12.0,1000,1312.533572
-37.931034,1000,1377.929996
-27.21519,1000,1399.356076
-21.768707,1000,1421.990263
-14.383562,1000,1443.550691
-13.857678,1000,1465.263532
-16.967509,1000,1483.663431
-30.722892,1000,1550.234106
-21.568627,1000,1572.261595
-36.046512,1000,1593.232527
214.754098,1000,1615.533516
-25.423729,1000,1637.181701
220.895522,1000,1658.369262
-22.297297,1000,1680.855151
-22.360248,1000,1746.09035
354.873646,1000,1767.600983
-20.138889,1000,1789.699478
244.370861,1000,1810.444844
232.03125,1000,1831.428006
33.779264,1000,1852.983941
-21.768707,1000,1918.34496
53.374233,1000,1938.478061
-18.215613,1000,1960.534003
329.62963,1000,1982.278247
-16.083916,1000,2004.07254
335.215947,1000,2026.597419
46.520147,1000,2094.324302
-26.829268,1000,2115.581361
164.984227,1000,2138.308032
223.843416,1000,2160.859118
-12.587413,1000,2182.286617
-20.245399,1000,2203.452394
292.45283,1000,2268.558967
-14.473684,1000,2289.238902
145.847176,1000,2309.930158
113.286713,1000,2330.77274
211.355311,1000,2351.086536
59.16955,1000,2372.340517
193.918919,1000,2393.711787
314.285714,1000,2461.047396
10.032362,1000,2482.31575
134.567901,1000,2504.198375
396.268657,1000,2524.910443
46.067416,1000,2546.325759
267.857143,1000,2567.704684
264.620939,1000,2631.565796
73.010381,1000,2652.217327
72.413793,1000,2674.288211
173.291925,1000,2695.265907
682.442748,1000,2712.853384
304.109589,1000,2733.6871
142.105263,1000,2796.908383
38.408304,1000,2816.277366
524.06015,1000,2836.36845
65.384615,1000,2858.318429
91.176471,1000,2879.745904
449.815498,1000,2901.100593
551.515152,1000,2966.077816
375.570033,1000,2987.194518
8.626198,1000,3007.287004
177.777778,1000,3028.479765
27.45098,1000,3049.520388
35.734072,1000,3070.234027
213.479624,1000,3091.959386
255.263158,1000,3157.373917
-28.571429,1000,3178.076669
258.974359,1000,3199.253734
97.640118,1000,3220.612489
38.461538,1000,3240.184893
38.339921,1000,3260.951993
23.674912,1000,3327.25272
37.931034,1000,3348.779416
358.860759,1000,3370.203034
566.666667,1000,3391.828543
-29.765886,1000,3413.020458
594.339623,1000,3434.57147
438.709677,1000,3500.423363
189.389068,1000,3520.55574
221.543408,1000,3542.482494
110.191083,1000,3562.49839
68.776371,1000,3582.141245
-21.428571,1000,3602.757966
118.934911,1000,3668.133408
200.699301,1000,3689.036605
206.338028,1000,3711.63556
334.343434,1000,3733.06741
380.968858,1000,3754.105873
-13.49481,1000,3775.828488
129.72973,1000,3796.911248
203.030303,1000,3860.658515
46.258503,1000,3880.754066
67.286245,1000,3898.299065
180.528053,1000,3918.863423
285.826772,1000,3939.807034
-35.185185,1000,3960.685618
41.342756,1000,4026.032709
226.315789,1000,4047.380722
33.561644,1000,4068.55217
147.734139,1000,4089.982874
-27.835052,1000,4110.21102
179.72028,1000,4131.188575
64.233577,1000,4198.968255
226.666667,1000,4221.038212
-37.888199,1000,4241.881174
207.971014,1000,4263.880425
-75.524476,1000,4285.249457
211.47541,1000,4306.236629
528.0,1000,4374.497903
-29.765886,1000,4396.631497
679.116466,1000,4417.104547
403.125,1000,4438.288324
415.050167,1000,4459.428459
247.540984,1000,4479.693508
131.927711,1000,4500.988711
642.307692,1000,4564.973006
191.512915,1000,4585.488394
190.140845,1000,4606.580572
247.985348,1000,4628.641299
170.462633,1000,4649.628012
524.489796,1000,4670.924418
-26.910299,1000,4736.014618
134.693878,1000,4757.063751
258.156028,1000,4777.586211
187.162162,1000,4798.717078
543.636364,1000,4818.726653
-36.170213,1000,4839.768512
484.558824,1000,4903.66382
-30.313589,1000,4924.665959
-40.0,1000,4944.620209
-37.5,1000,4966.223398
-13.207547,1000,4987.556
-20.529801,1000,5007.764749
222.807018,1000,5073.807021
-13.857678,1000,5095.636793
-10.447761,1000,5113.034557
-23.333333,1000,5133.235018
272.693727,1000,5155.587084
-28.813559,1000,5177.894869
41.263941,1000,5198.550628
-17.857143,1000,5261.481261
434.798535,1000,5281.893062
63.822526,1000,5302.935655
57.142857,1000,5324.364336
54.605263,1000,5345.619683
150.0,1000,5365.428139
174.647887,1000,5428.300042
79.930796,1000,5449.44483
235.504886,1000,5469.541796
193.159609,1000,5489.64499
-18.831169,1000,5512.065731
423.972603,1000,5534.418557
235.664336,1000,5603.151927
181.553398,1000,5625.836007
203.249097,1000,5647.307236
54.411765,1000,5667.297898
64.948454,1000,5688.526776
274.015748,1000,5710.735364
151.677852,1000,5776.747739
210.344828,1000,5797.912824
237.423313,1000,5819.492789
479.335793,1000,5838.87889
354.545455,1000,5858.862682
160.07326,1000,5879.542948
52.610442,1000,5899.281275
40.127389,1000,5962.073956
224.561404,1000,5983.272438
149.249249,1000,6003.196002
220.945946,1000,6023.245978
190.519878,1000,6045.428705
362.006079,1000,6066.261833
146.105919,1000,6128.507075
43.396226,1000,6148.237122
338.848921,1000,6167.426892
60.0,1000,6187.022651
385.074627,1000,6206.446986
165.625,1000,6225.678415
270.748299,1000,6286.286006
63.194444,1000,6303.126489
309.252669,1000,6322.550017
234.47099,1000,6342.050425
116.374269,1000,6361.842382
366.666667,1000,6381.190842
324.460432,1000,6442.861065
232.20339,1000,6462.845114
238.078292,1000,6482.056103
246.715328,1000,6501.953486
282.25256,1000,6521.659554
19.71831,1000,6540.749792
248.920863,1000,6560.147173
211.47541,1000,6621.350597
-28.813559,1000,6640.252609
-32.748538,1000,6660.396449
439.419087,1000,6679.549951
203.630363,1000,6698.836698
336.567164,1000,6718.785275
59.744409,1000,6780.279584
174.509804,1000,6799.746746
157.525084,1000,6819.604833
260.594796,1000,6838.675373
-26.751592,1000,6858.00089
518.705036,1000,6877.999963
213.58885,1000,6939.161656
202.931596,1000,6959.066623
245.890411,1000,6978.971508
238.607595,1000,6998.319217
34.057971,1000,7017.846711
180.0,1000,7037.298015
47.859922,1000,7098.301522
235.640138,1000,7118.653522
329.577465,1000,7137.667688
244.827586,1000,7157.28831
477.04918,1000,7177.027101
280.794702,1000,7196.133254
-23.344948,1000,7215.669757
65.441176,1000,7276.818878
56.862745,1000,7295.783213
163.69863,1000,7315.355236
509.195402,1000,7335.317467
277.622378,1000,7355.318802
110.743802,1000,7372.634438
44.876325,1000,7435.555418
307.272727,1000,7454.919534
286.524823,1000,7474.790994
407.042254,1000,7494.363078
-15.129151,1000,7513.278399
-20.689655,1000,7532.260615
-9.090909,1000,7594.667683
212.714777,1000,7613.554935
130.283912,1000,7633.740965
315.770609,1000,7653.532773
228.519856,1000,7672.952889
199.363057,1000,7693.44882
215.151515,1000,7755.359284
501.503759,1000,7774.442169
246.289753,1000,7794.47664
322.939068,1000,7814.05156
343.333333,1000,7834.02215
445.454545,1000,7853.998808
60.655738,1000,7873.375584
45.522388,1000,7934.861704
49.425287,1000,7954.487096
40.672783,1000,7973.907466
155.319149,1000,7994.050505
280.622837,1000,8013.618688
171.428571,1000,8033.072269
24.567474,1000,8094.883548
40.84507,1000,8114.864222
348.905109,1000,8134.197169
319.243986,1000,8154.471063
70.542636,1000,8173.698665
40.625,1000,8192.552706
22.222222,1000,8254.419414
199.674267,1000,8274.021771
285.85209,1000,8293.644403
-36.231884,1000,8313.637783
-28.338762,1000,8332.919023
271.929825,1000,8352.235101
-25.0,1000,8414.388452
-16.083916,1000,8434.299471
215.972222,1000,8454.607535
-12.903226,1000,8474.626062
301.960784,1000,8494.746618
260.501567,1000,8512.394246
73.285199,1000,8532.819376
32.404181,1000,8595.318473
445.762712,1000,8614.988298
251.535836,1000,8635.133831
-8.424908,1000,8654.64505
161.306533,1000,8675.570066
244.615385,1000,8694.707624
416.129032,1000,8757.189047
255.555556,1000,8777.005715
47.482014,1000,8796.915037
298.523985,1000,8816.739223
257.859532,1000,8837.014308
-27.586207,1000,8856.04978
490.57971,1000,8918.658869
265.313653,1000,8938.508652
233.333333,1000,8957.88776
196.296296,1000,8977.765787
23.636364,1000,8997.373672
260.0,1000,9016.643709
343.708609,1000,9079.269466
287.62215,1000,9099.948582
250.16835,1000,9119.599073
242.560554,1000,9139.922466
278.600823,1000,9159.623209
249.693252,1000,9179.641034
49.812734,1000,9200.399783
294.039735,1000,9264.368634
210.030395,1000,9285.036969
33.116883,1000,9305.160362
276.666667,1000,9324.63211
290.070922,1000,9344.713061
204.843305,1000,9364.579056
263.924051,1000,9428.504496
182.420749,1000,9449.081936
181.879195,1000,9468.995861
215.217391,1000,9489.090491
324.657534,1000,9509.232852
112.389381,1000,9529.132456
51.815182,1000,9591.692122
57.342657,1000,9611.907149
282.352941,1000,9631.55955
289.285714,1000,9652.542371
226.984127,1000,9669.704142
191.907514,1000,9689.688716
242.857143,1000,9752.755317
204.347826,1000,9772.758688
183.464567,1000,9792.671414
67.272727,1000,9814.313333
367.625899,1000,9834.269936
249.809886,1000,9854.705483
218.452381,1000,9875.645233
144.047619,1000,9940.736433
291.447368,1000,9961.042453
285.714286,1000,9980.529952
226.086957,1000,10000.852411
48.409894,1000,10022.452826
180.701754,1000,10045.932383
209.278351,1000,10120.738405
244.322344,1000,10141.269724
213.531353,1000,10160.770832
199.703264,1000,10181.410321
349.640288,1000,10201.489291
266.037736,1000,10221.990904
168.211921,1000,10286.389088
322.680412,1000,10306.862566
284.353741,1000,10327.121426
146.575342,1000,10347.826953
284.10596,1000,10367.173193
216.901408,1000,10387.209171
126.11465,1000,10451.084934
61.172161,1000,10471.361577
198.412698,1000,10492.444521
204.794521,1000,10513.0206
44.444444,1000,10533.366937
174.193548,1000,10554.274828
66.077739,1000,10574.730953
46.616541,1000,10640.775449
159.74026,1000,10663.093128
191.22807,1000,10684.038763
141.830065,1000,10705.245699
250.0,1000,10726.945088
336.090226,1000,10747.622296
247.826087,1000,10813.890951
86.619718,1000,10835.058454
225.423729,1000,10852.739584
154.901961,1000,10874.541884
181.25,1000,10895.568993
72.284644,1000,10916.141283
278.277154,1000,10982.964324
223.899371,1000,11003.597663
-17.460317,1000,11025.499552
168.987342,1000,11046.739056
151.445087,1000,11068.326688
27.659574,1000,11089.668928
332.525952,1000,11157.995876
171.812081,1000,11179.21103
357.446809,1000,11200.333971
60.493827,1000,11221.132016
71.232877,1000,11242.046978
223.193916,1000,11263.874204
209.027778,1000,11284.85949
66.666667,1000,11352.274685
64.750958,1000,11373.247834
166.853933,1000,11394.907508
124.783862,1000,11417.136132
50.501672,1000,11437.570606
219.444444,1000,11458.425088
169.784173,1000,11525.939773
253.159851,1000,11548.287994
52.777778,1000,11570.200536
108.754209,1000,11591.680626
177.777778,1000,11613.257694
256.617647,1000,11634.778936
50.819672,1000,11701.144314
175.167785,1000,11722.892612
76.029963,1000,11744.009455
214.754098,1000,11765.084596
173.311897,1000,11787.33662
178.350515,1000,11809.490309
186.206897,1000,11878.387479
160.714286,1000,11900.35509
244.594595,1000,11922.148642
