#{"t_start": 1654177183.877134, "env_id": "BipedalWalker-v3"}
r,l,t
-124.942498,1600,14.48599
-103.920814,72,15.123823
-111.616153,1600,46.375785
-92.41005,1600,77.527643
-101.66682,96,78.345354
-99.462298,75,78.981745
-104.710831,56,79.461173
-104.863579,71,80.060026
-97.720395,67,80.647105
-105.633459,112,81.620052
-103.624261,101,82.504104
-118.393753,69,83.426566
-116.072423,68,84.016115
-116.026853,54,84.476284
-121.889062,77,85.14682
-102.759926,64,85.695616
-100.47027,73,86.324475
-107.815665,67,86.878907
-107.990553,80,87.54195
-102.497511,49,87.944085
-102.77083,128,105.93473
-112.10559,1600,119.998041
-117.911514,1600,161.184497
-101.496772,1600,201.998527
-91.984128,1600,242.873375
-95.840321,1600,267.093955
-82.364976,1600,307.580293
-80.581981,1600,347.973495
-102.900175,57,348.451172
-72.188374,1600,388.794444
-67.57539,1600,429.825542
-67.897372,1600,454.121556
-69.094968,1600,495.355969
-86.520256,1600,536.262407
-53.88212,1600,576.717502
-42.064417,1600,600.294911
-63.917158,1600,640.797439
-32.023732,1600,681.302513
-24.365169,1600,721.394225
-16.857201,1600,761.567817
-4.178439,1600,785.344901
-5.053491,1600,826.298516
-1.033704,1600,872.46929
4.034698,1600,913.387853
37.520104,1600,954.244896
34.807646,1600,977.849781
63.724164,1600,1018.015528
67.370581,1600,1056.053244
73.591113,1600,1094.595572
59.238437,1600,1116.713144
101.372349,1600,1157.091774
-7.252571,1200,1188.665533
101.884301,1600,1226.717283
107.185063,1600,1254.403177
112.165744,1600,1292.442467
103.948522,1600,1333.617957
126.33975,1600,1374.056178
117.896104,1600,1397.384585
134.07702,1600,1437.646515
121.274451,1600,1476.207976
140.497421,1600,1515.506597
154.362635,1600,1554.103119
135.303152,1600,1576.403685
128.741322,1600,1615.066061
36.315746,1468,1653.704183
177.565819,1600,1694.040792
69.396363,1525,1716.573919
195.591569,1600,1756.014288
209.590889,1600,1795.857694
60.803555,1455,1833.658386
-112.377284,66,1834.190911
214.105037,1600,1855.611068
224.578258,1600,1893.981723
223.556969,1600,1931.678857
224.796617,1600,1970.888482
216.891516,1600,2010.17682
241.297993,1600,2031.014288
241.652676,1600,2070.06933
234.337976,1600,2108.852333
240.483774,1600,2147.390588
248.552497,1600,2186.001253
252.148992,1593,2207.267136
261.275233,1482,2244.707051
242.770082,1600,2283.081451
252.215286,1581,2320.684357
260.143543,1477,2340.622274
252.693845,1592,2381.490246
261.208011,1447,2418.349433
253.096413,1572,2455.326219
260.054492,1468,2474.127456
259.457909,1473,2510.065759
244.876663,1600,2547.34849
252.058183,1532,2584.033472
255.088137,1573,2604.702229
257.27382,1489,2640.92123
258.320688,1465,2677.442528
258.90719,1478,2697.390476
257.386108,1492,2734.1869
253.240406,1548,2771.534771
256.855561,1456,2804.048069
253.364404,1516,2824.171961
259.893484,1475,2861.420634
250.16694,1594,2898.452948
251.469669,1560,2935.716166
256.393706,1484,2955.149356
262.203924,1410,2990.498623
260.698067,1409,3026.430399
263.849301,1385,3045.138176
258.833379,1463,3077.287373
257.652486,1437,3112.386951
255.61706,1500,3148.246275
261.302633,1417,3166.960571
-114.127386,63,3167.466768
253.769394,1495,3204.192961
260.959287,1417,3241.477991
258.777046,1458,3262.233898
261.670992,1392,3297.729815
10.925986,632,3302.838967
256.844361,1433,3338.698977
261.244462,1367,3374.112701
262.124646,1375,3392.92355
256.763329,1473,3429.396557
